region,period,date,rowCount,meanRRP,minRRP,maxRRP,p05RRP,p25RRP,p50RRP,p75RRP,p90RRP,p95RRP,meanDemand,minDemand,maxDemand,negativeRRPCount,stdRRP,volatilityRRP,expectedRowCount,missingRowCount,coveragePct,qualityScore,hourCount,hourCoveragePct,peakHour,peakHourRRP,offPeakMeanRRP,hoursAboveP95
NSW,202101,2021-01-01,47,31.251064,6.91,39.73,19.906,27.71,32.45,36.74,38.324,38.691,6449.564681,5611.96,7209.93,0,6.836485,32.82,1152,1105,4.079861,4.079861,24,100.0,20,38.68,31.472222,0
NSW,202101,2021-01-02,48,31.068333,13.56,38.59,21.9915,27.16,32.27,35.3175,37.299,38.2415,6578.316667,5564.77,7580.57,0,5.409707,25.03,1152,1104,4.166667,4.166667,24,100.0,18,38.525,30.775556,1
NSW,202101,2021-01-03,48,29.1775,-1.26,38.57,6.0615,24.5825,33.42,36.9725,37.814,38.4015,6752.295625,5685.03,8052.25,1,10.5554,39.83,1152,1104,4.166667,4.166667,24,100.0,19,38.495,33.976111,1
NSW,202101,2021-01-04,48,36.103333,31.47,40.91,32.0995,34.96,36.35,37.6525,38.615,38.733,7467.266667,5893.63,8836.48,0,2.159934,9.44,1152,1104,4.166667,4.166667,24,100.0,22,39.685,35.216111,1
NSW,202101,2021-01-05,48,37.3775,27.36,64.52,29.6535,33.0175,36.395,38.3975,44.057,52.9025,7510.465833,6021.07,9271.53,0,7.299582,37.16,1152,1104,4.166667,4.166667,24,100.0,19,59.595,36.513889,2
NSW,202101,2021-01-06,48,35.455208,31.3,44.34,32.118,32.9175,35.575,36.945,38.273,39.568,7269.828958,6113.69,8108.64,0,2.624942,13.04,1152,1104,4.166667,4.166667,24,100.0,17,39.2,34.151667,0
NSW,202101,2021-01-07,48,34.944375,29.64,38.2,31.7155,34.5,35.32,35.5075,36.643,37.7405,7038.155208,5936.71,7936.65,0,1.687657,8.56,1152,1104,4.166667,4.166667,24,100.0,20,37.74,35.272222,0
NSW,202101,2021-01-08,48,34.896042,27.7,53.79,29.747,31.915,33.305,36.0475,40.334,43.9645,6917.196667,5989.3,7683.92,0,5.152054,26.09,1152,1104,4.166667,4.166667,24,100.0,19,53.435,32.93,1
NSW,202101,2021-01-09,48,37.160625,29.09,61.8,31.1825,32.8475,35.245,38.8525,45.644,50.4715,6630.95625,5911.75,7777.51,0,6.658445,32.71,1152,1104,4.166667,4.166667,24,100.0,19,59.435,36.32,1
NSW,202101,2021-01-10,48,38.095208,15.89,86.54,23.847,30.94,38.235,40.1775,48.49,63.3415,6659.557917,5773.42,8434.99,0,12.589035,70.65,1152,1104,4.166667,4.166667,24,100.0,19,77.725,39.413889,1
NSW,202101,2021-01-11,48,39.643958,28.3,61.67,31.8545,35.19,36.5,41.4875,50.122,56.174,7544.0225,5957.11,9573.7,0,7.505567,33.37,1152,1104,4.166667,4.166667,24,100.0,18,61.34,35.274444,1
NSW,202101,2021-01-12,48,40.896042,32.32,59.25,33.6325,35.485,38.55,43.2725,52.17,56.7795,8058.727083,6079.26,10376.04,0,7.033484,26.93,1152,1104,4.166667,4.166667,24,100.0,19,58.335,37.705,2
NSW,202101,2021-01-13,48,66.330625,35.21,231.44,37.1755,39.33,42.355,58.3175,145.569,181.713,8255.76,6394.3,10430.48,0,49.990018,196.23,1152,1104,4.166667,4.166667,24,100.0,18,207.995,45.837778,2
NSW,202101,2021-01-14,48,74.190208,33.2,299.99,35.234,36.2475,42.675,59.91,179.26,287.344,8639.191458,6392.78,11729.36,0,74.3258,266.79,1152,1104,4.166667,4.166667,24,100.0,15,299.96,42.531111,1
NSW,202101,2021-01-15,48,38.079375,28.67,89.33,29.5105,34.7225,36.34,38.7275,42.831,48.4555,8114.848333,6446.13,9918.4,0,8.9635,60.66,1152,1104,4.166667,4.166667,24,100.0,00,65.77,40.661111,2
NSW,202101,2021-01-16,48,30.526875,8.76,39.57,17.5615,27.9225,32.16,35.0225,35.651,36.8505,6430.006042,5457.08,7736.97,0,6.31161,30.81,1152,1104,4.166667,4.166667,24,100.0,22,37.175,34.06,1
NSW,202101,2021-01-17,48,32.654167,0.56,61.41,9.46,27.0125,34.795,37.0075,47.681,54.6205,6446.331042,5566.54,7978.96,0,12.268516,60.85,1152,1104,4.166667,4.166667,24,100.0,19,57.375,35.886667,2
NSW,202101,2021-01-18,48,39.300625,32.93,55.84,35.418,36.405,38.175,40.9125,44.768,45.157,7845.455833,6048.96,10075.24,0,4.072808,22.91,1152,1104,4.166667,4.166667,24,100.0,20,50.44,37.852778,2
NSW,202101,2021-01-19,48,36.147708,33.09,39.95,33.8925,35.39,35.895,36.7325,38.474,38.855,7510.216875,6305.91,8450.77,0,1.503735,6.86,1152,1104,4.166667,4.166667,24,100.0,00,39.165,36.255,2
NSW,202101,2021-01-20,48,34.541875,24.8,39.64,25.157,34.495,35.545,36.2775,37.251,37.8615,7288.359583,6026.99,8139.66,0,3.546556,14.84,1152,1104,4.166667,4.166667,24,100.0,20,38.43,32.545556,1
NSW,202101,2021-01-21,48,37.153542,28.05,62.47,29.06,32.375,35.58,39.96,44.868,53.071,7411.752083,6104.21,9107.78,0,7.144668,34.42,1152,1104,4.166667,4.166667,24,100.0,19,58.985,34.973889,1
NSW,202101,2021-01-22,48,42.569167,27.54,139.03,28.6595,35.015,38.23,42.16,59.712,65.9385,8391.335417,6211.0,10934.61,0,17.207796,111.49,1152,1104,4.166667,4.166667,24,100.0,19,103.41,38.481667,1
NSW,202101,2021-01-23,48,40.950417,25.56,98.03,28.803,34.1525,38.015,43.2725,52.91,59.282,8351.844792,6400.65,10740.75,0,11.921105,72.47,1152,1104,4.166667,4.166667,24,100.0,18,83.165,37.300556,1
NSW,202101,2021-01-24,48,47.57,17.1,229.98,22.436,33.0975,37.435,48.8775,59.085,110.591,8630.126875,6391.54,11633.06,0,34.976837,212.88,1152,1104,4.166667,4.166667,24,100.0,16,189.07,34.978333,1
NSW,202101,2021-01-25,48,39.406042,30.8,57.12,33.7315,35.48,37.6,43.1275,47.497,48.226,9339.378125,6683.32,12197.57,0,5.255903,26.32,1152,1104,4.166667,4.166667,24,100.0,20,52.68,36.395556,2
NSW,202101,2021-01-26,48,44.490208,30.05,109.26,33.0685,35.7925,37.945,41.465,65.212,84.505,9099.368333,6511.59,12059.74,0,17.409571,79.21,1152,1104,4.166667,4.166667,24,100.0,18,98.61,38.045,2
NSW,202101,2021-01-27,48,36.008333,31.95,42.21,32.218,33.69,35.57,38.145,39.246,40.2885,8230.468125,6888.9,9013.7,0,2.72426,10.26,1152,1104,4.166667,4.166667,24,100.0,02,40.55,38.101111,1
NSW,202101,2021-01-28,48,35.225417,29.4,39.98,31.9345,34.2075,35.41,36.26,37.763,38.409,7607.223125,6143.44,8552.14,0,2.103061,10.58,1152,1104,4.166667,4.166667,24,100.0,07,38.875,34.522778,1
NSW,202101,2021-01-29,48,37.245625,27.02,48.31,31.117,35.555,36.49,37.9,42.662,45.7115,7650.983333,6171.0,8445.79,0,4.115462,21.29,1152,1104,4.166667,4.166667,24,100.0,09,46.955,35.123333,1
NSW,202101,2021-01-30,48,34.419792,14.4,41.01,27.8,33.705,34.935,36.6475,38.816,39.8325,7443.98375,6174.7,9022.3,0,4.353602,26.61,1152,1104,4.166667,4.166667,24,100.0,19,40.18,33.198889,2
NSW,202101,2021-01-31,48,31.196667,19.98,38.17,25.9445,27.755,31.72,33.6775,35.918,36.5065,7113.669167,6118.33,8230.0,0,3.766154,18.19,1152,1104,4.166667,4.166667,24,100.0,19,37.585,31.193333,1
NSW,202102,2021-02-01,47,35.681489,28.73,43.98,29.834,34.715,35.53,37.405,40.194,41.234,7849.959149,6064.05,9653.05,0,3.234691,15.25,1152,1105,4.079861,4.079861,24,100.0,17,42.54,33.21,1
NSW,202102,2021-02-02,48,33.149167,21.42,36.46,27.6865,31.8375,34.385,35.2675,35.568,35.8255,7399.210208,6228.12,8244.71,0,3.141336,15.04,1152,1104,4.166667,4.166667,24,100.0,06,36.155,34.017222,1
NSW,202102,2021-02-03,48,33.910417,23.99,41.13,26.728,32.3475,33.76,35.9175,38.383,40.154,7235.404583,6093.08,8393.53,0,3.722595,17.14,1152,1104,4.166667,4.166667,24,100.0,19,40.915,35.235,1
NSW,202102,2021-02-04,48,35.983958,29.5,47.72,31.1355,33.7725,35.54,38.2925,39.614,42.218,7824.979583,6089.51,9764.82,0,3.477634,18.22,1152,1104,4.166667,4.166667,24,100.0,17,42.525,35.220556,1
NSW,202102,2021-02-05,48,36.760208,26.32,54.55,29.8885,33.4475,35.62,37.7375,45.282,50.4385,8197.782708,6438.92,10102.9,0,5.743791,28.23,1152,1104,4.166667,4.166667,24,100.0,17,52.65,34.221667,1
NSW,202102,2021-02-06,48,34.051042,23.94,45.35,28.7905,32.2825,34.42,35.755,37.709,39.2885,7428.449167,6280.47,8210.46,0,3.593868,21.41,1152,1104,4.166667,4.166667,24,100.0,00,41.9,34.713889,1
NSW,202102,2021-02-07,48,33.6975,20.57,38.29,25.5125,32.3075,35.455,36.7575,37.53,37.814,6958.574167,6013.93,8524.88,0,4.322367,17.72,1152,1104,4.166667,4.166667,24,100.0,02,37.82,36.189444,1
NSW,202102,2021-02-08,48,34.991458,29.51,38.09,32.4745,34.5525,35.23,35.5775,36.7,37.347,7490.040417,6064.21,8502.99,0,1.556184,8.58,1152,1104,4.166667,4.166667,24,100.0,19,37.7,35.58,1
NSW,202102,2021-02-09,48,34.167083,-4.02,46.0,28.162,33.4275,34.975,36.2125,38.36,39.403,7407.304792,6094.89,8425.34,1,6.43541,50.02,1152,1104,4.166667,4.166667,24,100.0,18,42.18,34.399444,2
NSW,202102,2021-02-10,48,35.77375,28.28,49.08,30.014,34.0925,35.73,36.7175,39.51,42.548,7359.30875,6099.31,8449.08,0,3.810401,20.8,1152,1104,4.166667,4.166667,24,100.0,18,45.485,33.767222,2
NSW,202102,2021-02-11,48,37.297917,29.43,64.16,30.551,33.6225,35.1,37.675,44.889,55.527,7562.555417,6149.28,9348.66,0,7.390244,34.73,1152,1104,4.166667,4.166667,24,100.0,19,60.155,35.331667,1
NSW,202102,2021-02-12,48,35.0025,26.06,47.74,27.2525,31.15,34.575,38.2325,43.285,44.3245,8055.05625,6197.43,10177.59,0,5.471038,21.68,1152,1104,4.166667,4.166667,24,100.0,19,47.09,32.337778,1
NSW,202102,2021-02-13,48,35.143333,30.68,42.84,31.8835,34.6425,35.29,35.6475,36.925,38.129,7262.518542,6367.0,7976.97,0,1.939606,12.16,1152,1104,4.166667,4.166667,24,100.0,08,40.6,35.494444,1
NSW,202102,2021-02-14,48,29.749167,15.16,43.67,18.9275,25.29,32.615,34.2825,35.433,35.535,6457.502917,5704.44,7719.53,0,6.232296,28.51,1152,1104,4.166667,4.166667,24,100.0,18,39.295,33.587222,1
NSW,202102,2021-02-15,48,34.150208,28.98,46.86,30.05,32.0375,33.51,35.505,36.67,40.2425,7116.054167,5843.07,8262.79,0,3.299592,17.88,1152,1104,4.166667,4.166667,24,100.0,19,43.015,33.232222,2
NSW,202102,2021-02-16,48,36.868333,32.29,58.32,32.3845,34.355,35.735,37.89,41.919,44.6225,7378.1075,5970.28,8519.14,0,4.545567,26.03,1152,1104,4.166667,4.166667,24,100.0,19,51.39,34.825556,1
NSW,202102,2021-02-17,48,35.675417,26.6,61.85,27.843,34.375,35.305,36.12,40.36,41.429,7351.291458,6038.74,8358.49,0,5.855986,35.25,1152,1104,4.166667,4.166667,24,100.0,19,48.585,33.527778,2
NSW,202102,2021-02-18,48,35.567083,26.64,99.08,26.893,30.7575,34.605,35.7525,43.613,44.424,7428.078542,6026.17,8529.18,0,10.66601,72.44,1152,1104,4.166667,4.166667,24,100.0,19,76.6,33.227222,1
NSW,202102,2021-02-19,48,44.286042,28.82,163.19,30.8905,34.1025,36.595,46.8825,63.043,72.534,7825.676667,6131.2,9067.48,0,22.182307,134.37,1152,1104,4.166667,4.166667,24,100.0,18,114.365,34.602222,2
NSW,202102,2021-02-20,48,37.115625,31.94,66.55,33.786,35.1125,35.49,37.195,40.456,43.396,7499.602083,6116.49,9172.89,0,5.08796,34.61,1152,1104,4.166667,4.166667,24,100.0,18,56.645,35.606111,1
NSW,202102,2021-02-21,48,34.018125,16.31,47.94,26.345,32.325,35.09,35.55,38.095,42.0835,7510.346458,6112.61,9403.37,0,5.020626,31.63,1152,1104,4.166667,4.166667,24,100.0,19,45.15,35.178889,1
NSW,202102,2021-02-22,48,33.591667,17.32,46.61,24.9015,33.0225,35.11,35.785,36.665,38.069,8116.735417,6253.12,10043.68,0,4.805453,29.29,1152,1104,4.166667,4.166667,24,100.0,18,40.96,35.692222,1
NSW,202102,2021-02-23,48,33.430208,27.73,50.07,28.5115,31.18,32.845,35.19,36.23,37.908,7541.617083,6233.22,8398.63,0,3.68593,22.34,1152,1104,4.166667,4.166667,24,100.0,06,46.185,34.86,1
NSW,202102,2021-02-24,48,30.997083,16.86,41.4,20.234,27.2075,32.005,35.47,37.334,38.6945,7453.512083,6011.82,8325.02,0,5.789784,24.54,1152,1104,4.166667,4.166667,24,100.0,19,41.29,29.086667,1
NSW,202102,2021-02-25,48,35.524583,26.43,77.74,29.9285,32.9525,34.755,36.23,38.772,40.326,7664.333542,6123.66,8651.06,0,6.8195,51.31,1152,1104,4.166667,4.166667,24,100.0,19,58.235,35.666667,2
NSW,202102,2021-02-26,48,35.730625,14.61,54.23,24.2925,31.505,35.33,37.765,48.688,51.2645,7497.41875,6151.17,8955.04,0,8.368563,39.62,1152,1104,4.166667,4.166667,24,100.0,19,51.99,37.292222,1
NSW,202102,2021-02-27,48,36.172292,30.29,60.23,31.9235,34.2025,35.425,36.49,40.526,43.2295,7188.5225,6038.63,7985.93,0,4.557067,29.94,1152,1104,4.166667,4.166667,24,100.0,19,52.58,35.708333,1
NSW,202102,2021-02-28,48,35.14625,17.68,51.11,29.2275,32.835,35.355,37.175,39.841,43.01,7096.61,5944.57,9141.37,0,5.444436,33.43,1152,1104,4.166667,4.166667,24,100.0,17,50.925,37.412778,1
NSW,202103,2021-03-01,47,37.451064,30.86,51.31,32.913,35.14,35.58,39.57,42.506,46.865,8553.135319,6205.89,11404.28,0,4.220951,20.45,1152,1105,4.079861,4.079861,24,100.0,06,49.84,37.428889,1
NSW,202103,2021-03-02,48,35.633333,26.13,61.1,30.926,32.6,34.705,35.515,41.48,48.249,7496.789792,6386.63,8459.65,0,5.852578,34.97,1152,1104,4.166667,4.166667,24,100.0,22,47.855,36.607222,0
NSW,202103,2021-03-03,48,35.9375,28.48,92.71,29.677,32.5475,34.74,35.9125,39.898,43.4455,7289.351667,6083.11,8244.87,0,9.053931,64.23,1152,1104,4.166667,4.166667,24,100.0,07,64.89,36.143333,2
NSW,202103,2021-03-04,48,33.343542,12.56,52.09,21.4605,29.1825,34.52,36.0025,42.469,46.3355,7272.457708,6024.68,8953.9,0,7.65009,39.53,1152,1104,4.166667,4.166667,24,100.0,06,47.87,35.205556,1
NSW,202103,2021-03-05,48,29.562917,9.31,50.08,11.5585,22.67,32.49,35.4275,36.43,39.961,7168.575833,6086.6,8142.32,0,8.835076,40.77,1152,1104,4.166667,4.166667,24,100.0,06,45.64,34.585556,1
NSW,202103,2021-03-06,48,28.34625,5.49,36.32,10.061,25.64,31.785,33.7075,35.509,35.921,6620.1,5912.13,7662.6,0,7.861008,30.83,1152,1104,4.166667,4.166667,24,100.0,18,36.045,32.323333,1
NSW,202103,2021-03-07,48,34.325417,6.9,74.1,17.877,30.115,34.715,35.97,49.087,54.4755,6539.128125,5715.88,8079.49,0,11.182409,67.2,1152,1104,4.166667,4.166667,24,100.0,18,64.765,35.065,1
NSW,202103,2021-03-08,48,36.715,31.3,60.99,33.323,34.5625,35.545,36.235,40.959,46.2195,7697.822083,5990.42,9043.62,0,4.743262,29.69,1152,1104,4.166667,4.166667,24,100.0,19,54.165,35.279444,1
NSW,202103,2021-03-09,48,34.979167,17.63,57.04,22.762,32.7225,35.07,35.915,43.057,50.3485,7649.920417,6116.67,9206.19,0,7.352113,39.41,1152,1104,4.166667,4.166667,24,100.0,18,49.68,35.970556,0
NSW,202103,2021-03-10,48,37.819375,32.0,58.22,32.591,34.645,35.595,37.9175,46.117,51.4205,7610.602917,6134.12,8841.21,0,5.971142,26.22,1152,1104,4.166667,4.166667,24,100.0,18,57.63,36.586111,1
NSW,202103,2021-03-11,48,42.145833,31.9,84.35,32.7535,36.015,38.695,44.56,51.561,69.829,7841.899792,6154.39,9088.55,0,11.048321,52.45,1152,1104,4.166667,4.166667,24,100.0,18,73.775,37.021667,1
NSW,202103,2021-03-12,48,43.770833,31.87,176.61,32.5,35.5375,36.675,43.805,51.299,61.907,7846.094375,6278.24,8800.87,0,23.399183,144.74,1152,1104,4.166667,4.166667,24,100.0,18,147.08,36.817778,1
NSW,202103,2021-03-13,48,37.042708,24.3,80.0,27.771,32.5425,34.77,36.8125,42.008,60.7065,7626.932708,6091.57,9587.3,0,10.840536,55.7,1152,1104,4.166667,4.166667,24,100.0,18,71.16,33.792222,1
NSW,202103,2021-03-14,48,32.988125,20.09,40.13,24.316,31.01,34.27,35.505,36.04,37.024,7092.584375,6204.06,8050.23,0,3.98398,20.04,1152,1104,4.166667,4.166667,24,100.0,20,37.815,35.31,1
NSW,202103,2021-03-15,48,34.825417,29.08,51.63,31.4415,32.565,33.535,35.1125,39.347,44.857,6930.622708,5682.96,8226.74,0,4.298336,22.55,1152,1104,4.166667,4.166667,24,100.0,06,45.66,35.41,1
NSW,202103,2021-03-16,48,31.382292,14.21,49.93,20.006,29.345,31.81,32.8975,38.582,43.959,7330.375208,5890.23,8568.28,0,6.56683,35.72,1152,1104,4.166667,4.166667,24,100.0,06,46.73,29.134444,1
NSW,202103,2021-03-17,48,35.789583,19.78,58.5,24.147,32.88,35.42,37.355,42.955,53.2365,7428.187917,5964.12,8518.35,0,7.653509,38.72,1152,1104,4.166667,4.166667,24,100.0,18,55.495,30.923889,1
NSW,202103,2021-03-18,48,37.285625,29.79,64.27,31.2255,32.92,35.6,38.0175,44.805,48.9115,7700.298542,6076.82,8778.8,0,6.185773,34.48,1152,1104,4.166667,4.166667,24,100.0,07,56.96,34.476667,1
NSW,202103,2021-03-19,48,33.710833,24.49,62.14,26.4555,31.315,32.92,35.495,35.725,38.684,7474.971875,6073.36,8259.62,0,5.815922,37.65,1152,1104,4.166667,4.166667,24,100.0,07,48.59,33.068333,2
NSW,202103,2021-03-20,48,34.613958,24.57,49.09,25.528,32.9825,34.74,36.8575,39.333,42.1235,7221.829375,5936.53,8017.04,0,4.570792,24.52,1152,1104,4.166667,4.166667,24,100.0,13,43.055,31.213333,1
NSW,202103,2021-03-21,48,39.69375,23.3,56.87,25.0985,35.275,38.915,45.8875,49.068,51.577,7128.592708,5819.54,8237.31,0,8.005053,33.57,1152,1104,4.166667,4.166667,24,100.0,11,52.1,32.196667,1
NSW,202103,2021-03-22,48,62.593542,32.38,191.65,35.07,45.4875,57.5,67.415,93.764,109.228,7717.284792,5882.36,8911.03,0,28.330446,159.27,1152,1104,4.166667,4.166667,24,100.0,07,151.51,46.474444,1
NSW,202103,2021-03-23,48,61.8025,34.28,255.61,34.8325,44.2175,49.295,61.7525,96.531,127.8725,7833.874792,6137.03,8869.31,0,38.615029,221.33,1152,1104,4.166667,4.166667,24,100.0,07,156.4,60.728889,2
NSW,202103,2021-03-24,48,40.55625,27.37,103.92,31.2055,33.6925,36.31,42.78,54.823,58.685,7196.97125,5898.87,8580.78,0,12.31215,76.55,1152,1104,4.166667,4.166667,24,100.0,07,73.575,41.127778,1
NSW,202103,2021-03-25,48,48.467292,24.99,245.07,26.2975,31.9375,35.99,49.645,69.886,86.9335,7231.571458,5911.49,8505.06,0,36.265965,220.08,1152,1104,4.166667,4.166667,24,100.0,19,158.855,39.763333,2
NSW,202103,2021-03-26,48,48.635625,24.12,105.15,26.133,35.2975,47.965,59.5825,67.517,69.239,7016.508542,6022.78,8141.49,0,16.169269,81.03,1152,1104,4.166667,4.166667,24,100.0,06,83.585,52.565556,2
NSW,202103,2021-03-27,48,39.104375,4.25,62.12,7.814,32.225,39.205,50.9075,56.995,58.009,6610.632917,5758.71,7819.17,0,14.612481,57.87,1152,1104,4.166667,4.166667,24,100.0,18,60.075,45.185,1
NSW,202103,2021-03-28,48,39.38125,9.6,103.55,13.379,32.16,37.34,46.8625,54.677,62.688,6427.535417,5468.27,7991.99,0,15.906077,93.95,1152,1104,4.166667,4.166667,24,100.0,18,84.155,41.523889,1
NSW,202103,2021-03-29,48,41.655833,32.05,70.16,33.2835,35.475,38.22,42.9675,57.034,64.094,7165.384583,5915.02,8439.88,0,9.689306,38.11,1152,1104,4.166667,4.166667,24,100.0,18,64.305,40.858333,1
NSW,202103,2021-03-30,48,43.660417,27.45,196.18,29.479,32.4825,35.31,40.545,54.033,62.9615,7123.771875,5982.9,8397.63,0,31.3133,168.73,1152,1104,4.166667,4.166667,24,100.0,07,130.71,45.553333,2
NSW,202103,2021-03-31,48,34.74875,19.79,65.96,21.4485,29.1725,33.755,38.52,49.294,54.4165,7109.175208,5969.38,8408.25,0,10.142853,46.17,1152,1104,4.166667,4.166667,24,100.0,18,57.795,37.588889,1
NSW,202104,2021-04-01,47,37.98617,21.72,108.87,24.214,32.915,34.25,37.46,51.278,57.501,7258.525957,6075.2,8421.34,0,13.770964,87.15,1152,1105,4.079861,4.079861,24,100.0,18,90.46,35.536667,1
NSW,202104,2021-04-02,48,23.371042,-22.68,54.37,-16.183,12.055,31.935,33.7575,37.307,44.4895,6494.093125,5500.92,7871.8,9,19.275896,77.05,1152,1104,4.166667,4.166667,24,100.0,18,52.91,32.820556,1
NSW,202104,2021-04-03,48,25.937292,-1.96,65.2,0.0,18.87,31.475,35.3,39.738,46.6115,6571.737292,5657.92,7977.12,2,15.846603,67.16,1152,1104,4.166667,4.166667,24,100.0,18,61.11,29.23,1
NSW,202104,2021-04-04,48,33.542708,17.82,59.89,19.2985,29.3875,35.185,35.87,43.375,46.906,6526.1525,5672.12,8164.26,0,8.480541,42.07,1152,1104,4.166667,4.166667,24,100.0,18,55.465,36.016667,1
NSW,202104,2021-04-05,48,36.870625,28.7,67.76,31.6535,33.7075,35.53,36.3,41.529,53.4345,6795.078542,5756.83,8482.67,0,6.904543,39.06,1152,1104,4.166667,4.166667,24,100.0,18,60.925,35.536667,1
NSW,202104,2021-04-06,48,41.781667,31.69,106.06,33.0035,35.1675,36.595,42.6,53.642,60.858,7561.961042,5927.77,9111.8,0,13.352667,74.37,1152,1104,4.166667,4.166667,24,100.0,18,96.305,35.742778,1
NSW,202104,2021-04-07,48,50.67375,31.9,229.17,32.3405,36.3075,41.075,50.8875,59.926,74.5955,7576.998125,6117.6,9131.89,0,36.304346,197.27,1152,1104,4.166667,4.166667,24,100.0,18,217.74,37.397222,1
NSW,202104,2021-04-08,48,42.054583,28.77,68.36,30.571,34.5675,39.455,47.88,55.721,60.0785,7496.58625,6130.76,9116.85,0,9.650769,39.59,1152,1104,4.166667,4.166667,24,100.0,21,65.835,42.109444,1
NSW,202104,2021-04-09,48,38.1425,9.3,64.35,13.544,31.95,36.075,48.805,56.128,57.4645,7338.776458,6064.33,8842.34,0,12.646568,55.05,1152,1104,4.166667,4.166667,24,100.0,22,56.98,40.46,0
NSW,202104,2021-04-10,48,30.055208,-21.99,59.13,-4.9405,27.49,34.67,37.635,52.14,54.7965,6620.254167,5619.79,8039.78,6,18.893565,81.12,1152,1104,4.166667,4.166667,24,100.0,01,57.315,41.406111,1
NSW,202104,2021-04-11,48,20.375625,-41.99,64.39,-30.211,4.7625,32.32,35.555,46.818,54.359,6364.984792,5170.46,8423.88,10,26.747103,106.38,1152,1104,4.166667,4.166667,24,100.0,18,62.93,33.799444,1
NSW,202104,2021-04-12,48,50.85875,28.48,207.66,32.368,33.675,35.065,58.1675,72.561,115.4135,7158.018125,5941.95,9249.82,0,35.06445,179.18,1152,1104,4.166667,4.166667,24,100.0,18,191.92,40.167222,1
NSW,202104,2021-04-13,48,46.093542,21.31,243.38,25.42,34.0575,38.535,49.9525,61.369,72.126,7249.433333,6045.06,9039.69,0,31.491247,222.07,1152,1104,4.166667,4.166667,24,100.0,18,161.47,45.918889,1
NSW,202104,2021-04-14,48,39.985625,4.49,147.58,23.3345,31.3525,33.53,43.2225,58.35,69.5025,7184.622292,5978.85,8906.39,0,20.590041,143.09,1152,1104,4.166667,4.166667,24,100.0,18,113.365,34.073333,1
NSW,202104,2021-04-15,48,43.582292,18.03,129.56,28.5685,34.325,38.005,47.0125,60.121,66.1795,7169.945,6052.19,8926.08,0,18.721081,111.53,1152,1104,4.166667,4.166667,24,100.0,18,118.795,40.325,1
NSW,202104,2021-04-16,48,46.852708,34.14,114.44,35.205,36.3575,40.035,50.6425,64.65,77.1385,7301.065208,6190.46,8672.61,0,16.791783,80.3,1152,1104,4.166667,4.166667,24,100.0,18,109.305,40.62,1
NSW,202104,2021-04-17,48,61.73625,34.01,240.37,35.186,37.885,42.855,65.3575,98.721,164.521,7242.005,6062.33,8502.58,0,42.913992,206.36,1152,1104,4.166667,4.166667,24,100.0,18,159.475,49.615556,0
NSW,202104,2021-04-18,48,67.784583,10.93,275.91,20.3725,32.785,48.26,74.3075,134.887,210.572,6697.663958,5526.33,8607.22,0,59.22344,264.98,1152,1104,4.166667,4.166667,24,100.0,20,239.855,59.807222,1
NSW,202104,2021-04-19,48,125.959792,19.82,2673.52,32.764,40.53,49.315,75.6525,178.587,208.0685,7261.294167,6067.11,9190.3,0,375.489709,2653.7,1152,1104,4.166667,4.166667,24,100.0,18,1428.78,65.957222,1
NSW,202104,2021-04-20,48,51.50625,18.66,202.64,32.901,35.2525,37.285,50.215,66.647,132.988,7365.758542,6138.54,9121.82,0,36.524791,183.98,1152,1104,4.166667,4.166667,24,100.0,18,196.315,44.648333,1
NSW,202104,2021-04-21,48,85.259583,31.71,299.99,34.865,36.145,40.435,91.8775,205.436,272.3365,7398.084167,6140.92,9353.74,0,77.600593,268.28,1152,1104,4.166667,4.166667,24,100.0,18,299.99,44.486111,1
NSW,202104,2021-04-22,48,59.455625,29.53,193.09,31.705,35.8725,46.36,67.055,97.011,139.364,7592.159583,6335.23,9605.85,0,35.172633,163.56,1152,1104,4.166667,4.166667,24,100.0,19,134.895,47.738889,0
NSW,202104,2021-04-23,48,94.143958,30.1,299.99,33.7475,35.9025,45.905,116.575,233.442,271.931,7538.170625,6291.82,9117.49,0,82.08165,269.89,1152,1104,4.166667,4.166667,24,100.0,07,285.005,52.512222,1
NSW,202104,2021-04-24,48,52.094375,2.81,141.86,20.5405,35.9125,46.61,68.6225,76.376,98.351,7012.099375,5581.42,8467.86,0,25.71125,139.05,1152,1104,4.166667,4.166667,24,100.0,18,124.05,54.303333,1
NSW,202104,2021-04-25,48,54.227708,13.28,154.92,19.3875,32.695,47.63,67.1275,86.837,121.452,6769.819583,5530.65,8624.07,0,30.945626,141.64,1152,1104,4.166667,4.166667,24,100.0,18,139.495,54.522778,1
NSW,202104,2021-04-26,48,82.952083,33.58,298.87,35.3435,41.895,54.0,85.3275,175.73,267.9685,7371.016042,6117.55,9367.19,0,68.970302,265.29,1152,1104,4.166667,4.166667,24,100.0,18,298.575,53.835556,1
NSW,202104,2021-04-27,48,90.978958,32.07,299.99,38.0635,46.4875,57.47,80.0475,227.92,299.92,7523.1925,6289.64,9356.86,0,77.255449,267.92,1152,1104,4.166667,4.166667,24,100.0,07,299.99,59.688889,1
NSW,202104,2021-04-28,48,87.25625,32.69,297.98,34.707,40.9975,54.33,100.65,215.421,243.3775,7508.042917,6272.38,9161.67,0,70.294094,265.29,1152,1104,4.166667,4.166667,24,100.0,18,279.97,61.957222,1
