region,period,file,firstTimestamp,lastTimestamp,rows,malformedRows,intervalModeMinutes,firstIntervalMinutes,expectedFullRows,expectedSpanRows,coverageFullPct,coverageSpanPct,estimatedMissingIntervals,intervalAnomalies,duplicateIntervals,isPartialMonth,status,meanRRP,minRRP,maxRRP,p05RRP,p25RRP,p50RRP,p75RRP,p90RRP,p95RRP,p99RRP,meanDemand,minDemand,maxDemand,demandP95,negativeRRPCount,highRRPIntervalCount,highRRPEventCount,longestHighRRPEventIntervals,longestHighRRPEventMinutes
VIC,202408,VIC202408.csv,2024/08/01 00:05:00,2024/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,143.400941,-90.01,17500.0,-47.6765,0.0,75.345,155.9025,234.707,277.1615,354.62,5004.991295,2149.28,8241.39,6721.4395,2310,131,25,48,240
VIC,202409,VIC202409.csv,2024/09/01 00:05:00,2024/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,17.390617,-367.25,282.23,-51.85,-30.01,8.4,61.24,100.0,125.5,175.2101,4651.173326,1675.21,7182.96,6292.09,3397,0,0,0,0
VIC,202410,VIC202410.csv,2024/10/01 00:05:00,2024/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,20.363189,-1000.0,440.6,-63.2,-40.0,8.95,70.0,118.103,133.863,240.4549,4139.173604,1602.31,6585.04,5470.277,3579,3,3,1,5
VIC,202411,VIC202411.csv,2024/11/01 00:05:00,2024/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,64.083216,-1000.0,595.76,-61.3895,-19.98,85.21,130.0,160.587,183.902,262.7829,4242.108414,1491.13,7749.07,5622.916,2478,15,11,3,15
VIC,202412,VIC202412.csv,2024/12/01 00:05:00,2025/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,52.254197,-450.72,768.52,-61.8,-28.24,58.925,112.3975,159.64,189.4565,271.0782,4104.246322,1509.69,9887.28,5972.294,3034,36,7,21,105
VIC,202501,VIC202501.csv,2025/01/01 00:05:00,2025/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,48.347049,-1000.0,479.49,-59.47,-19.99,60.25,107.9,135.94,158.026,219.9722,4408.26153,1400.13,8733.41,6530.3765,2650,7,6,2,10
VIC,202502,VIC202502.csv,2025/02/01 00:05:00,2025/03/01 00:00:00,8064,0,5,5.0,8064,8064,100.0,100.0,0,0,0,False,ok,68.55206,-355.17,11346.81,-44.741,0.0,65.91,118.9925,157.093,198.025,322.9944,4829.711223,2172.32,9490.53,7510.3875,2092,131,28,22,110
VIC,202503,VIC202503.csv,2025/03/01 00:05:00,2025/04/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,61.746216,-169.94,525.19,-29.14,8.95,67.68,113.31,141.612,159.5,222.3004,4683.470196,1930.55,8508.96,6627.312,1786,8,7,2,10
VIC,202504,VIC202504.csv,2025/04/01 00:05:00,2025/05/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,74.755258,-62.51,983.96,-25.56,9.7575,79.0,119.0,148.712,177.487,267.7228,4456.826836,1987.45,6428.43,5826.0105,1529,13,5,4,20
VIC,202505,VIC202505.csv,2025/05/01 00:05:00,2025/06/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,78.047526,-62.95,904.09,-21.039,8.95,76.63,136.925,162.569,184.6785,274.2646,5035.513666,2217.22,8032.37,6825.1225,1635,32,8,14,70
VIC,202506,VIC202506.csv,2025/06/01 00:05:00,2025/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,264.601998,-59.88,17500.0,0.01,61.16,138.17,193.74,279.28,318.5555,4168.539,5869.305589,3042.22,8550.99,7708.9425,402,554,68,78,390
VIC,202507,VIC202507.csv,2025/07/01 00:05:00,2025/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,82.133373,-468.93,406.48,-14.0,8.95,69.905,135.445,200.02,237.99,295.22,5941.991142,3154.01,8394.41,7705.774,1244,46,22,11,55
VIC,202508,VIC202508.csv,2025/08/01 00:05:00,2025/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,93.187692,-999.98,979.87,-11.7,19.0,80.01,145.84,197.396,243.7235,398.7909,5550.726587,2380.63,8210.24,7387.3805,1279,146,21,56,280
VIC,202509,VIC202509.csv,2025/09/01 00:05:00,2025/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,55.274823,-78.18,623.92,-21.28,-10.0,33.55,98.455,158.97,200.3145,299.5,4821.861404,1811.89,7513.36,6595.804,2982,79,10,60,300
VIC,202510,VIC202510.csv,2025/10/01 00:05:00,2025/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,51.365933,-110.62,550.89,-32.613,-10.0,19.35,109.535,158.97,184.23,242.9349,4444.862653,1608.76,6972.08,5735.7975,3704,10,7,2,10
VIC,202511,VIC202511.csv,2025/11/01 00:05:00,2025/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,31.919985,-209.3,298.1,-33.67,-11.0,7.47,80.0,118.69,137.652,176.2181,4335.073021,1710.3,6569.9,5590.4605,4074,0,0,0,0
VIC,202512,VIC202512.csv,2025/12/01 00:05:00,2026/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,27.506102,-253.6,324.26,-60.0,-7.9925,8.95,77.38,116.293,135.7315,181.32,4190.068489,1224.77,8145.5,5902.619,3654,5,2,4,20
VIC,202601,VIC202601.csv,2026/01/01 00:05:00,2026/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,38.551793,-162.36,3026.01,-23.968,-2.7,19.18,63.615,98.698,129.5595,297.7999,4617.968735,1409.44,10783.74,7026.2775,2641,83,14,28,140
VIC,202602,VIC202602.csv,2026/02/01 00:05:00,2026/03/01 00:00:00,8064,0,5,5.0,8064,8064,100.0,100.0,0,0,0,False,ok,45.056365,-715.11,269.78,-13.62,1.67,46.66,75.8325,104.174,126.48,165.9474,4692.463686,2027.97,8786.93,6362.3815,1716,0,0,0,0
VIC,202603,VIC202603.csv,2026/03/01 00:05:00,2026/03/18 00:00:00,4896,0,5,5.0,8928,4896,54.83871,100.0,0,0,0,True,incomplete-month;partial-month,37.998409,-969.97,171.96,-33.95,-3.8225,34.775,75.05,100.0,115.67,139.69,4645.371379,2053.38,7288.12,5878.3975,1471,0,0,0,0
