region,period,file,firstTimestamp,lastTimestamp,rows,malformedRows,intervalModeMinutes,firstIntervalMinutes,expectedFullRows,expectedSpanRows,coverageFullPct,coverageSpanPct,estimatedMissingIntervals,intervalAnomalies,duplicateIntervals,isPartialMonth,status,meanRRP,minRRP,maxRRP,p05RRP,p25RRP,p50RRP,p75RRP,p90RRP,p95RRP,p99RRP,meanDemand,minDemand,maxDemand,demandP95,negativeRRPCount,highRRPIntervalCount,highRRPEventCount,longestHighRRPEventIntervals,longestHighRRPEventMinutes
TAS,202206,TAS202206.csv,2022/06/01 00:05:00,2022/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,286.751225,-48.77,15100.0,11.19,163.23,204.18,266.19,378.78,441.01,938.5527,1298.807269,881.93,1733.0,1553.5815,48,1703,170,442,2210
TAS,202207,TAS202207.csv,2022/07/01 00:05:00,2022/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,322.843509,-47.0,5912.85,116.983,255.34,304.515,400.5025,465.3,493.465,584.74,1298.115151,994.2,1693.01,1534.9295,6,4498,222,830,4150
TAS,202208,TAS202208.csv,2022/08/01 00:05:00,2022/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,149.506482,-47.0,2978.07,1.18,59.4775,127.26,208.79,325.32,430.762,487.32,1233.861742,812.89,1713.13,1485.154,78,1142,182,88,440
TAS,202209,TAS202209.csv,2022/09/01 00:05:00,2022/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,132.735581,-9.71,3059.4,21.859,80.2,122.19,181.36,229.747,250.0485,295.36,1169.630446,847.55,1578.61,1410.5145,19,63,36,8,40
TAS,202210,TAS202210.csv,2022/10/01 00:05:00,2022/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,121.998566,-122.26,15500.0,-11.056,37.8125,131.33,178.985,208.722,229.19,279.9965,1146.416223,619.99,1489.96,1340.112,582,70,40,12,60
TAS,202211,TAS202211.csv,2022/11/01 00:05:00,2022/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,100.984591,-206.89,15500.0,0.12,11.32,59.34,110.34,137.54,165.34,264.2145,1076.233318,785.3,1414.01,1263.5055,345,59,11,23,115
TAS,202212,TAS202212.csv,2022/12/01 00:05:00,2023/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,76.35669,-51.65,15493.4,11.26,44.9675,83.85,98.94,122.226,140.32,170.236,1082.546399,770.52,1398.93,1232.81,99,23,20,3,15
TAS,202301,TAS202301.csv,2023/01/01 00:05:00,2023/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,86.861,-50.0,450.26,11.34,54.36,83.63,120.22,144.25,150.49,162.9076,1082.773231,764.99,1315.44,1227.066,90,22,18,4,20
TAS,202302,TAS202302.csv,2023/02/01 00:05:00,2023/03/01 00:00:00,8064,0,5,5.0,8064,8064,100.0,100.0,0,0,0,False,ok,81.530675,-47.0,3450.0,11.13,37.68,84.71,120.32,135.26,143.1,180.3666,1096.585143,635.06,1331.48,1241.8585,34,25,22,2,10
TAS,202303,TAS202303.csv,2023/03/01 00:05:00,2023/04/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,72.349603,-61.12,15500.0,9.21,35.22,80.2,96.78,123.673,135.32,158.6057,1074.618067,811.04,1415.72,1265.563,282,15,12,4,20
TAS,202304,TAS202304.csv,2023/04/01 00:05:00,2023/05/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,70.032626,-50.0,1070.97,11.18,54.14,57.94,89.25,118.511,135.16,209.1657,1136.63381,833.17,1421.3,1320.804,94,20,15,3,15
TAS,202305,TAS202305.csv,2023/05/01 00:05:00,2023/06/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,84.159278,-47.18,15500.0,11.06,54.2,54.32,120.3825,150.21,166.008,256.2029,1243.353875,898.32,1644.35,1463.293,113,38,32,4,20
TAS,202306,TAS202306.csv,2023/06/01 00:05:00,2023/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,38.036392,-50.0,2200.0,-23.83,0.29,48.55,56.285,82.345,100.756,137.31,1272.342627,954.17,1687.05,1527.815,1068,5,4,2,10
TAS,202307,TAS202307.csv,2023/07/01 00:05:00,2023/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,23.324049,-47.0,3450.0,-33.3135,0.0,18.265,54.3,54.34,59.4825,89.03,1234.399785,890.68,1658.22,1466.46,2240,3,3,1,5
TAS,202308,TAS202308.csv,2023/08/01 00:05:00,2023/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,37.651345,-50.0,450.26,-13.783,11.12,51.25,54.32,69.113,86.753,116.1984,1197.130516,827.58,1607.86,1430.79,1107,8,7,2,10
TAS,202309,TAS202309.csv,2023/09/01 00:05:00,2023/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,26.70639,-998.07,450.1,-34.901,1.24,18.225,54.28,57.59,78.472,112.1531,1100.499014,803.73,1481.14,1316.0065,1039,7,7,1,5
TAS,202310,TAS202310.csv,2023/10/01 00:05:00,2023/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,37.655619,-69.53,450.42,0.08,11.3,36.15,54.4,70.16,94.7,108.3441,1077.928487,842.78,1495.05,1258.3565,402,22,21,2,10
TAS,202311,TAS202311.csv,2023/11/01 00:05:00,2023/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,59.968959,-52.49,914.23,11.12,26.3275,54.93,98.16,109.269,116.3205,174.056,1082.047485,814.18,1333.41,1239.782,85,8,8,1,5
TAS,202312,TAS202312.csv,2023/12/01 00:05:00,2024/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,52.094602,-63.75,400.78,10.1535,11.66,54.24,75.22,98.31,115.08,146.1506,1062.462358,830.25,1289.43,1200.4965,292,11,11,1,5
TAS,202401,TAS202401.csv,2024/01/01 00:05:00,2024/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,50.124888,-123.97,16600.0,-16.8405,20.02,53.72,80.04,85.28,100.2665,130.22,1033.165125,735.6,1275.52,1177.759,491,9,5,5,25
TAS,202402,TAS202402.csv,2024/02/01 00:05:00,2024/03/01 00:00:00,8352,0,5,5.0,8352,8352,100.0,100.0,0,0,0,False,ok,81.856005,-927.75,16600.0,10.28,20.1,55.54,71.22,100.06,100.29,160.8518,1080.75319,815.79,1354.6,1229.71,288,29,15,15,75
TAS,202403,TAS202403.csv,2024/03/01 00:05:00,2024/04/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,69.646141,-47.0,16600.0,11.1,32.72,70.12,99.12,100.28,115.726,176.6827,1080.844665,842.18,1365.08,1250.8095,120,25,20,5,25
TAS,202404,TAS202404.csv,2024/04/01 00:05:00,2024/05/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,73.349236,-50.0,450.2,11.18,54.2,69.3,100.18,115.2,131.404,180.2322,1119.99903,490.63,1509.69,1319.8995,36,21,21,1,5
TAS,202405,TAS202405.csv,2024/05/01 00:05:00,2024/06/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,141.032516,-77.79,608.07,12.06,83.695,149.21,197.71,238.6,270.034,301.0257,1216.456932,727.73,1611.26,1442.7835,104,144,90,11,55
TAS,202406,TAS202406.csv,2024/06/01 00:05:00,2024/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,178.249448,-50.0,16600.0,26.5385,100.38,155.475,227.5825,281.838,305.2235,449.6417,1301.753071,1005.74,1650.39,1529.2445,163,565,170,63,315
TAS,202407,TAS202407.csv,2024/07/01 00:05:00,2024/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,180.763007,-42.06,15635.31,11.25,91.29,199.26,260.18,276.133,290.5995,364.82,1342.182638,1020.4,1771.02,1599.985,53,340,137,22,110
TAS,202408,TAS202408.csv,2024/08/01 00:05:00,2024/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,128.692566,-50.83,17500.0,0.04,8.2575,100.59,172.7375,235.519,275.012,296.8838,1240.384924,869.24,1675.15,1448.47,420,86,43,20,100
TAS,202409,TAS202409.csv,2024/09/01 00:05:00,2024/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,22.511174,-61.29,449.46,-21.532,-1.8,0.395,50.3,84.6,113.162,150.2961,1137.605145,790.48,1474.75,1356.484,2576,1,1,1,5
TAS,202410,TAS202410.csv,2024/10/01 00:05:00,2024/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,49.79802,-53.16,17500.0,-1.89,0.34,23.34,92.26,120.3,122.18,206.5265,1061.068581,779.01,1410.91,1245.6625,890,41,29,4,20
TAS,202411,TAS202411.csv,2024/11/01 00:05:00,2024/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,95.855998,-70.83,450.36,9.18,45.11,104.36,129.9425,152.94,171.55,255.2751,1079.166348,811.36,1347.58,1245.642,391,48,37,4,20
TAS,202412,TAS202412.csv,2024/12/01 00:05:00,2025/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,76.106374,-161.73,12123.37,-33.0,21.2525,80.26,117.62,142.691,151.8815,215.4845,974.409094,672.33,1181.89,1104.4225,1102,23,14,5,25
TAS,202501,TAS202501.csv,2025/01/01 00:05:00,2025/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,113.634225,-55.78,350.36,11.08,119.8175,120.08,130.08,140.286,149.8805,206.9452,968.285035,692.39,1213.7,1103.9355,326,12,12,1,5
TAS,202502,TAS202502.csv,2025/02/01 00:05:00,2025/03/01 00:00:00,8064,0,5,5.0,8064,8064,100.0,100.0,0,0,0,False,ok,121.688827,-53.81,1187.99,11.1,119.16,120.08,131.265,146.372,179.351,289.7077,988.966133,751.14,1286.1,1143.411,93,65,28,10,50
TAS,202503,TAS202503.csv,2025/03/01 00:05:00,2025/04/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,100.043093,-44.16,476.09,11.12,65.67,120.06,122.68,140.14,145.8675,197.4868,1032.278543,784.93,1315.7,1199.5765,73,14,11,3,15
TAS,202504,TAS202504.csv,2025/04/01 00:05:00,2025/05/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,100.53335,-20.08,461.32,11.16,80.205,118.83,123.3125,135.63,155.282,223.1733,1069.065856,807.25,1373.99,1260.625,6,12,8,3,15
TAS,202505,TAS202505.csv,2025/05/01 00:05:00,2025/06/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,103.388603,-38.03,602.14,11.16,54.18,111.92,150.22,160.26,165.439,245.0506,1138.64343,868.52,1522.19,1380.11,164,34,17,11,55
TAS,202506,TAS202506.csv,2025/06/01 00:05:00,2025/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,219.341387,-20.94,16071.26,41.02,110.2,150.24,180.3625,250.19,281.7585,910.4874,1209.422582,882.27,1589.53,1416.1705,56,322,81,68,340
TAS,202507,TAS202507.csv,2025/07/01 00:05:00,2025/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,117.852067,4.63,5578.75,23.13,73.8575,117.22,160.24,190.24,200.1,230.2,1181.015858,894.9,1597.25,1401.829,0,5,5,1,5
TAS,202508,TAS202508.csv,2025/08/01 00:05:00,2025/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,125.223318,-58.91,697.83,34.93,90.1,148.12,153.83,160.24,179.24,287.4693,1107.985828,740.44,1509.12,1319.247,4,88,19,28,140
TAS,202509,TAS202509.csv,2025/09/01 00:05:00,2025/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,28.629613,-58.91,6874.28,-4.88,0.16,10.14,37.24,86.62,130.22,186.5835,1038.7781,736.33,1408.09,1251.1655,1005,10,6,4,20
TAS,202510,TAS202510.csv,2025/10/01 00:05:00,2025/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,24.545973,-58.91,420.87,-4.01,0.16,5.16,40.12,86.886,110.24,134.3123,998.906752,715.88,1352.29,1185.2695,1147,2,2,1,5
TAS,202511,TAS202511.csv,2025/11/01 00:05:00,2025/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,40.511417,-159.7,450.18,0.04,10.08,38.165,60.14,93.863,102.08,120.22,936.080723,532.03,1208.77,1111.679,250,1,1,1,5
TAS,202512,TAS202512.csv,2025/12/01 00:05:00,2026/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,59.33772,-107.18,350.02,0.12,38.08,62.41,84.18,98.25,101.16,130.8942,922.36867,572.64,1199.11,1100.0655,298,2,2,1,5
TAS,202601,TAS202601.csv,2026/01/01 00:05:00,2026/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,100.927699,-15.0,20300.0,45.12,84.44,104.325,110.06,114.333,121.1,200.06,945.847417,627.74,1201.65,1113.506,37,53,17,9,45
TAS,202602,TAS202602.csv,2026/02/01 00:05:00,2026/03/01 00:00:00,8064,0,5,5.0,8064,8064,100.0,100.0,0,0,0,False,ok,90.278069,-58.91,350.3,45.18,86.31,95.1,97.2,105.12,115.16,139.8285,908.076419,681.76,1160.52,1064.2765,3,5,5,1,5
TAS,202603,TAS202603.csv,2026/03/01 00:05:00,2026/03/18 00:00:00,4896,0,5,5.0,8928,4896,54.83871,100.0,0,0,0,True,incomplete-month;partial-month,87.515443,-15.0,174.96,50.1,78.4375,88.14,98.22,106.61,115.02,138.8775,917.754863,618.73,1165.01,1082.415,10,0,0,0,0
VIC,202101,VIC202101.csv,2021/01/01 00:30:00,2021/02/01 00:00:00,1488,0,30,30.0,1488,1488,100.0,100.0,0,0,0,False,ok,22.816048,-56.97,225.15,-28.0945,8.985,30.54,36.08,44.679,51.8765,70.679,4540.211862,2708.53,8196.83,6291.453,234,0,0,0,0
VIC,202102,VIC202102.csv,2021/02/01 00:30:00,2021/03/01 00:00:00,1344,0,30,30.0,1344,1344,100.0,100.0,0,0,0,False,ok,21.85,-54.75,173.15,-17.4565,10.115,28.95,33.0925,37.792,42.2885,58.8502,4640.523728,3112.73,7804.22,6303.531,156,0,0,0,0
VIC,202103,VIC202103.csv,2021/03/01 00:30:00,2021/04/01 00:00:00,1488,0,30,30.0,1488,1488,100.0,100.0,0,0,0,False,ok,30.363636,-28.14,253.79,4.9905,22.305,30.0,35.9825,49.565,55.0195,88.7773,4557.507715,2913.99,6115.65,5459.9545,55,0,0,0,0
VIC,202104,VIC202104.csv,2021/04/01 00:30:00,2021/05/01 00:00:00,1440,0,30,30.0,1440,1440,100.0,100.0,0,0,0,False,ok,49.466931,-69.16,330.35,-15.3095,21.9125,38.235,58.335,104.597,168.317,271.3229,4714.150833,3252.72,6632.03,5937.429,130,1,1,1,30
VIC,202105,VIC202105.csv,2021/05/01 00:30:00,2021/06/01 00:00:00,1488,0,30,30.0,1488,1488,100.0,100.0,0,0,0,False,ok,72.842372,-66.3,7443.23,-5.416,23.7975,44.2,60.25,98.803,165.4765,300.0564,4991.736095,3410.09,7042.12,6354.626,93,15,6,4,120
VIC,202106,VIC202106.csv,2021/06/01 00:30:00,2021/07/01 00:00:00,1440,0,30,30.0,1440,1440,100.0,100.0,0,0,0,False,ok,87.917361,-299.76,2642.65,3.3625,48.0575,77.66,110.2725,155.018,214.8385,277.6694,5339.142785,3631.8,7286.57,6761.809,62,6,5,2,60
VIC,202107,VIC202107.csv,2021/07/01 00:30:00,2021/08/01 00:00:00,1488,0,30,30.0,1488,1488,100.0,100.0,0,0,0,False,ok,91.723737,-70.28,2618.09,-24.499,25.4625,67.9,134.7575,239.853,286.0175,323.4435,5576.242218,3550.08,7685.69,7040.6325,200,41,16,7,210
VIC,202108,VIC202108.csv,2021/08/01 00:30:00,2021/09/01 00:00:00,1488,0,30,30.0,1488,1488,100.0,100.0,0,0,0,False,ok,47.001727,-156.35,317.75,-28.523,8.2425,46.55,76.2375,99.346,120.0935,256.2322,5025.771512,2713.18,7197.61,6467.3945,284,2,1,2,60
VIC,202109,VIC202109.csv,2021/09/01 00:30:00,2021/10/01 00:00:00,1440,0,30,30.0,1440,1440,100.0,100.0,0,0,0,False,ok,27.71584,-67.68,315.42,-35.871,-6.3225,28.355,56.8725,77.216,93.708,180.9422,4539.54275,2548.27,6830.54,5824.463,463,1,1,1,30
VIC,202110,VIC202110.csv,2021/10/01 00:05:00,2021/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,18.457205,-123.99,454.57,-40.01,-10.5,9.18,46.6325,70.749,82.0,174.2039,4339.352632,2227.09,5891.84,5464.7815,3059,1,1,1,5
VIC,202111,VIC202111.csv,2021/11/01 00:05:00,2021/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,35.016087,-999.7,334.73,-38.01,8.95,40.5,60.0,73.431,95.87,151.2415,4308.698961,2143.94,6646.46,5427.3085,1340,1,1,1,5
VIC,202112,VIC202112.csv,2021/12/01 00:05:00,2022/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,32.231134,-94.21,365.37,-40.0,2.21,30.545,60.5525,83.342,101.22,148.167,4220.544281,2123.24,7547.38,5541.9225,1918,1,1,1,5
VIC,202201,VIC202201.csv,2022/01/01 00:05:00,2022/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,60.818359,-101.95,15100.0,-27.2145,19.18,57.005,77.8275,97.6,115.0,241.6951,4934.081957,2624.14,8406.29,7190.5265,934,24,9,10,50
VIC,202202,VIC202202.csv,2022/02/01 00:05:00,2022/03/01 00:00:00,8064,0,5,5.0,8064,8064,100.0,100.0,0,0,0,False,ok,54.169763,-1000.0,338.46,-37.0,19.18,64.86,85.16,105.225,120.048,153.477,4501.828953,2675.92,7129.71,5766.6295,967,1,1,1,5
VIC,202203,VIC202203.csv,2022/03/01 00:05:00,2022/04/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,54.77922,-176.22,319.87,-41.19,9.21,67.435,92.485,111.983,122.5,174.0144,4634.668648,2750.7,7587.76,5767.5865,1337,2,2,1,5
VIC,202204,VIC202204.csv,2022/04/01 00:05:00,2022/05/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,141.505929,-58.32,2001.49,-21.042,79.495,140.875,208.455,264.149,280.04,299.5,4489.827722,2534.07,6269.12,5591.8825,620,38,19,14,70
VIC,202205,VIC202205.csv,2022/05/01 00:05:00,2022/06/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,233.643292,-53.35,4452.38,9.21,168.7575,252.0,299.5,338.033,380.855,462.1776,5161.72259,3190.2,7837.15,6598.6895,306,1970,270,193,965
VIC,202206,VIC202206.csv,2022/06/01 00:05:00,2022/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,296.489932,-300.0,14858.93,0.5895,191.05,282.935,366.905,464.01,528.532,846.9399,5593.188023,3758.23,7742.17,7101.9925,403,3717,212,528,2640
VIC,202207,VIC202207.csv,2022/07/01 00:05:00,2022/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,340.338514,-286.36,14632.78,-38.0,227.96,358.88,449.99,606.048,670.96,801.4335,5598.433767,3404.98,7954.67,7168.028,840,5931,206,1151,5755
VIC,202208,VIC202208.csv,2022/08/01 00:05:00,2022/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,121.006742,-122.45,1461.99,-38.0,19.935,130.69,179.0,276.048,301.01,449.99,5256.687184,2758.8,7550.62,6780.288,1418,611,99,74,370
VIC,202209,VIC202209.csv,2022/09/01 00:05:00,2022/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,111.768655,-193.02,630.34,-38.0,16.1975,136.78,172.0625,228.94,270.281,304.5688,4868.23311,2350.3,7130.23,6266.264,1279,113,21,29,145
VIC,202210,VIC202210.csv,2022/10/01 00:05:00,2022/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,98.896679,-996.19,584.31,-45.1685,8.94,126.06,170.765,212.648,247.9775,278.5595,4446.702658,2082.75,6455.4,5689.947,1622,29,20,4,20
VIC,202211,VIC202211.csv,2022/11/01 00:05:00,2022/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,58.626663,-466.3,321.04,-58.0,-7.8175,57.435,119.5,160.751,200.5,299.5,4337.487595,2400.48,6116.64,5515.89,2418,13,8,5,25
VIC,202212,VIC202212.csv,2022/12/01 00:05:00,2023/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,31.281938,-937.19,316.21,-61.993,-35.8875,19.15,91.8375,120.41,142.083,170.5,4239.377144,1976.53,8148.52,5399.0715,2964,1,1,1,5
VIC,202301,VIC202301.csv,2023/01/01 00:05:00,2023/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,48.091812,-357.44,366.9,-57.14,-6.06,66.835,106.695,128.342,144.683,169.8676,4562.665465,2656.11,8949.37,6277.115,2338,1,1,1,5
VIC,202302,VIC202302.csv,2023/02/01 00:05:00,2023/03/01 00:00:00,8064,0,5,5.0,8064,8064,100.0,100.0,0,0,0,False,ok,58.005094,-402.81,10595.57,-56.2195,-0.02,79.72,107.7975,129.021,149.58,250.9257,4583.494661,2507.4,8567.55,6315.261,2060,49,13,32,160
VIC,202303,VIC202303.csv,2023/03/01 00:05:00,2023/04/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,62.022873,-995.78,357.5,-54.2965,8.94,79.74,107.09,130.04,162.02,290.192,4435.475123,2472.33,6343.69,5528.15,1937,12,8,4,20
VIC,202304,VIC202304.csv,2023/04/01 00:05:00,2023/05/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,83.615713,-62.33,449.97,-41.7295,19.19,85.16,121.6675,174.76,251.0015,304.3654,4391.520256,2530.08,6135.41,5582.6115,1125,114,30,23,115
VIC,202305,VIC202305.csv,2023/05/01 00:05:00,2023/06/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,127.146851,-59.87,1021.28,-19.99,43.7225,132.86,170.82,274.492,299.5,340.9092,5168.410744,2953.17,7290.95,6613.2275,581,261,75,40,200
VIC,202306,VIC202306.csv,2023/06/01 00:05:00,2023/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,54.526148,-90.0,1176.46,-50.76,1.985,45.605,94.4225,144.268,186.6885,292.46,5328.814539,3325.93,7936.44,7018.5435,1610,47,16,26,130
VIC,202307,VIC202307.csv,2023/07/01 00:05:00,2023/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,55.210626,-121.19,1144.6,-50.01,0.9025,53.14,90.955,140.97,201.4745,299.5,5315.066038,2690.39,7782.61,6957.0555,1952,82,27,21,105
VIC,202308,VIC202308.csv,2023/08/01 00:05:00,2023/09/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,64.655578,-61.43,14522.26,-48.93,8.95,54.97,90.8675,141.0,203.196,299.5,5112.524319,2728.19,7517.33,6735.7765,1489,72,18,14,70
VIC,202309,VIC202309.csv,2023/09/01 00:05:00,2023/10/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,26.306632,-428.78,526.16,-59.87,-19.0,20.26,70.0,103.981,150.0,261.45,4372.302096,1734.91,7166.39,5947.9215,2546,13,7,4,20
VIC,202310,VIC202310.csv,2023/10/01 00:05:00,2023/11/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,17.189965,-428.19,299.5,-58.25,-18.99,19.19,51.56,67.622,96.7065,159.72,4255.306312,1752.33,6112.97,5586.224,2727,0,0,0,0
VIC,202311,VIC202311.csv,2023/11/01 00:05:00,2023/12/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,34.943748,-959.72,314.85,-58.25,-5.815,44.265,80.985,110.0,134.8045,251.4968,4165.864134,1724.66,6812.28,5317.283,2300,13,3,6,30
VIC,202312,VIC202312.csv,2023/12/01 00:05:00,2024/01/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,25.286223,-420.53,391.31,-60.0,-24.2,34.94,70.7225,100.0,119.034,179.955,4015.353337,1456.4,7555.79,5429.9115,2740,2,2,1,5
VIC,202401,VIC202401.csv,2024/01/01 00:05:00,2024/02/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,22.095065,-761.66,316.63,-63.0,-10.025,34.4,62.76,85.269,100.0,137.66,4221.447396,1729.77,7405.85,5695.136,2376,1,1,1,5
VIC,202402,VIC202402.csv,2024/02/01 00:05:00,2024/03/01 00:00:00,8352,0,5,5.0,8352,8352,100.0,100.0,0,0,0,False,ok,82.942142,-999.99,16600.0,-61.39,0.02,50.845,71.6525,100.0,134.933,299.0512,4546.770295,2141.59,9260.04,6783.233,2045,63,13,25,125
VIC,202403,VIC202403.csv,2024/03/01 00:05:00,2024/04/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,51.989011,-208.32,1355.88,-50.01,9.92,56.99,88.8125,106.891,134.9085,269.2613,4474.435852,2009.82,8727.62,6049.622,1511,48,13,20,100
VIC,202404,VIC202404.csv,2024/04/01 00:05:00,2024/05/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,84.800093,-110.24,714.57,-39.501,27.8625,87.94,121.3575,160.49,227.96,298.722,4577.392925,2579.18,6568.05,5846.298,946,30,16,10,50
VIC,202405,VIC202405.csv,2024/05/01 00:05:00,2024/06/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,132.965249,-110.24,776.33,-19.99,68.4825,136.78,194.87,258.873,287.8565,307.7841,5163.751461,2786.63,7468.9,6703.569,589,123,59,15,75
VIC,202406,VIC202406.csv,2024/06/01 00:05:00,2024/07/01 00:00:00,8640,0,5,5.0,8640,8640,100.0,100.0,0,0,0,False,ok,164.228051,-49.84,1096.17,8.95,92.24,157.9,238.68,299.5,313.4595,447.931,5748.984714,3635.62,8279.75,7476.3005,296,509,126,68,340
VIC,202407,VIC202407.csv,2024/07/01 00:05:00,2024/08/01 00:00:00,8928,0,5,5.0,8928,8928,100.0,100.0,0,0,0,False,ok,149.135044,-61.38,17376.9,0.02,60.53,133.0,227.565,270.82,297.258,363.5229,5918.832145,3455.85,8370.47,7565.7355,435,305,90,27,135
