REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2026/02/01 00:05:00,6667.41,57.27,TRADE
QLD1,2026/02/01 00:10:00,6623.02,64.73,TRADE
QLD1,2026/02/01 00:15:00,6546.02,64.83,TRADE
QLD1,2026/02/01 00:20:00,6542.53,64.83,TRADE
QLD1,2026/02/01 00:25:00,6538.95,64.73,TRADE
QLD1,2026/02/01 00:30:00,6408.57,64.83,TRADE
QLD1,2026/02/01 00:35:00,6461.74,64.83,TRADE
QLD1,2026/02/01 00:40:00,6379.58,64.83,TRADE
QLD1,2026/02/01 00:45:00,6393.51,64.83,TRADE
QLD1,2026/02/01 00:50:00,6325.18,63.56,TRADE
QLD1,2026/02/01 00:55:00,6294.59,63.56,TRADE
QLD1,2026/02/01 01:00:00,6427.91,72.75,TRADE
QLD1,2026/02/01 01:05:00,6292.4,64.83,TRADE
QLD1,2026/02/01 01:10:00,6257.95,64.83,TRADE
QLD1,2026/02/01 01:15:00,6316.69,72.75,TRADE
QLD1,2026/02/01 01:20:00,6277.05,64.83,TRADE
QLD1,2026/02/01 01:25:00,6194.04,64.83,TRADE
QLD1,2026/02/01 01:30:00,6231.01,64.83,TRADE
QLD1,2026/02/01 01:35:00,6155.35,72.95,TRADE
QLD1,2026/02/01 01:40:00,6162.37,64.83,TRADE
QLD1,2026/02/01 01:45:00,6123.11,64.83,TRADE
QLD1,2026/02/01 01:50:00,6166.71,64.73,TRADE
QLD1,2026/02/01 01:55:00,6077.45,58.62,TRADE
QLD1,2026/02/01 02:00:00,6099.35,63.56,TRADE
QLD1,2026/02/01 02:05:00,6146.41,72.95,TRADE
QLD1,2026/02/01 02:10:00,6158.85,72.95,TRADE
QLD1,2026/02/01 02:15:00,6129.02,71.75,TRADE
QLD1,2026/02/01 02:20:00,6174.28,72.95,TRADE
QLD1,2026/02/01 02:25:00,6145.2,72.75,TRADE
QLD1,2026/02/01 02:30:00,6146.45,72.75,TRADE
QLD1,2026/02/01 02:35:00,6119.53,74.50,TRADE
QLD1,2026/02/01 02:40:00,6158.38,73.08,TRADE
QLD1,2026/02/01 02:45:00,6096.35,64.73,TRADE
QLD1,2026/02/01 02:50:00,6105.9,64.83,TRADE
QLD1,2026/02/01 02:55:00,6132.56,72.75,TRADE
QLD1,2026/02/01 03:00:00,6107.49,64.73,TRADE
QLD1,2026/02/01 03:05:00,6039.05,64.83,TRADE
QLD1,2026/02/01 03:10:00,6046.66,64.83,TRADE
QLD1,2026/02/01 03:15:00,6038.11,64.83,TRADE
QLD1,2026/02/01 03:20:00,6099.11,75.68,TRADE
QLD1,2026/02/01 03:25:00,6053.45,72.75,TRADE
QLD1,2026/02/01 03:30:00,6041.11,72.75,TRADE
QLD1,2026/02/01 03:35:00,6028.87,72.75,TRADE
QLD1,2026/02/01 03:40:00,6053.11,74.27,TRADE
QLD1,2026/02/01 03:45:00,5988.62,72.75,TRADE
QLD1,2026/02/01 03:50:00,6031.49,74.50,TRADE
QLD1,2026/02/01 03:55:00,6038.48,72.75,TRADE
QLD1,2026/02/01 04:00:00,6020.93,64.83,TRADE
QLD1,2026/02/01 04:05:00,6019.3,79.97,TRADE
QLD1,2026/02/01 04:10:00,6063.44,76.58,TRADE
QLD1,2026/02/01 04:15:00,6061.8,79.18,TRADE
QLD1,2026/02/01 04:20:00,5974.88,79.07,TRADE
QLD1,2026/02/01 04:25:00,5999.03,83.58,TRADE
QLD1,2026/02/01 04:30:00,5983.61,85.92,TRADE
QLD1,2026/02/01 04:35:00,6034.83,82.56,TRADE
QLD1,2026/02/01 04:40:00,6008.53,82.55,TRADE
QLD1,2026/02/01 04:45:00,6048.9,83.11,TRADE
QLD1,2026/02/01 04:50:00,6022.69,83.20,TRADE
QLD1,2026/02/01 04:55:00,5986.87,83.20,TRADE
QLD1,2026/02/01 05:00:00,6073.01,90.95,TRADE
QLD1,2026/02/01 05:05:00,6012.81,83.20,TRADE
QLD1,2026/02/01 05:10:00,6011.45,90.75,TRADE
QLD1,2026/02/01 05:15:00,5971.29,77.73,TRADE
QLD1,2026/02/01 05:20:00,5987.32,79.83,TRADE
QLD1,2026/02/01 05:25:00,6006.39,79.99,TRADE
QLD1,2026/02/01 05:30:00,5954.5,79.83,TRADE
QLD1,2026/02/01 05:35:00,5940.24,79.83,TRADE
QLD1,2026/02/01 05:40:00,5915.19,75.05,TRADE
QLD1,2026/02/01 05:45:00,5917.63,75.09,TRADE
QLD1,2026/02/01 05:50:00,5909.73,75.07,TRADE
QLD1,2026/02/01 05:55:00,5855.69,72.75,TRADE
QLD1,2026/02/01 06:00:00,5793.3,69,TRADE
QLD1,2026/02/01 06:05:00,5777.45,79.83,TRADE
QLD1,2026/02/01 06:10:00,5807.66,73.56,TRADE
QLD1,2026/02/01 06:15:00,5675.23,64.83,TRADE
QLD1,2026/02/01 06:20:00,5775.78,72.95,TRADE
QLD1,2026/02/01 06:25:00,5745.63,70.85,TRADE
QLD1,2026/02/01 06:30:00,5736.47,54.91,TRADE
QLD1,2026/02/01 06:35:00,5639.68,53.81,TRADE
QLD1,2026/02/01 06:40:00,5586.68,53.73,TRADE
QLD1,2026/02/01 06:45:00,5614.88,53.08,TRADE
QLD1,2026/02/01 06:50:00,5511.23,51.93,TRADE
QLD1,2026/02/01 06:55:00,5518.47,50.97,TRADE
QLD1,2026/02/01 07:00:00,5395.79,31.55,TRADE
QLD1,2026/02/01 07:05:00,5395.09,0.64,TRADE
QLD1,2026/02/01 07:10:00,5388.89,26.63,TRADE
QLD1,2026/02/01 07:15:00,5408.25,49.90,TRADE
QLD1,2026/02/01 07:20:00,5365.99,0.03,TRADE
QLD1,2026/02/01 07:25:00,5319.54,0.06,TRADE
QLD1,2026/02/01 07:30:00,5353.81,11.22,TRADE
QLD1,2026/02/01 07:35:00,5301.91,0.06,TRADE
QLD1,2026/02/01 07:40:00,5321.07,34.76,TRADE
QLD1,2026/02/01 07:45:00,5196.46,0.06,TRADE
QLD1,2026/02/01 07:50:00,5125.7,0.06,TRADE
QLD1,2026/02/01 07:55:00,5087.03,0.06,TRADE
QLD1,2026/02/01 08:00:00,5032.96,0.06,TRADE
QLD1,2026/02/01 08:05:00,5045.02,0.06,TRADE
QLD1,2026/02/01 08:10:00,5079.7,5.30,TRADE
QLD1,2026/02/01 08:15:00,5063.7,5.30,TRADE
QLD1,2026/02/01 08:20:00,5099.12,0.06,TRADE
QLD1,2026/02/01 08:25:00,5046.89,0.04,TRADE
QLD1,2026/02/01 08:30:00,5097.18,0.05,TRADE
QLD1,2026/02/01 08:35:00,5073.24,0.05,TRADE
QLD1,2026/02/01 08:40:00,5094.44,0.05,TRADE
QLD1,2026/02/01 08:45:00,5015.11,0.05,TRADE
QLD1,2026/02/01 08:50:00,4921.62,0.01,TRADE
QLD1,2026/02/01 08:55:00,4966.12,0.01,TRADE
QLD1,2026/02/01 09:00:00,4910.58,0.05,TRADE
QLD1,2026/02/01 09:05:00,4921.37,12.03,TRADE
QLD1,2026/02/01 09:10:00,4826.62,0.02,TRADE
QLD1,2026/02/01 09:15:00,4934.17,12.03,TRADE
QLD1,2026/02/01 09:20:00,4878.43,0.03,TRADE
QLD1,2026/02/01 09:25:00,4945.32,0.03,TRADE
QLD1,2026/02/01 09:30:00,4897.25,0.03,TRADE
QLD1,2026/02/01 09:35:00,4942.25,12.03,TRADE
QLD1,2026/02/01 09:40:00,4896.2,12.03,TRADE
QLD1,2026/02/01 09:45:00,4925.16,12.03,TRADE
QLD1,2026/02/01 09:50:00,4931.73,12.03,TRADE
QLD1,2026/02/01 09:55:00,4898.67,12.04,TRADE
QLD1,2026/02/01 10:00:00,4884.85,12.03,TRADE
QLD1,2026/02/01 10:05:00,4873.85,0.03,TRADE
QLD1,2026/02/01 10:10:00,4827.66,12.03,TRADE
QLD1,2026/02/01 10:15:00,4876.47,12.03,TRADE
QLD1,2026/02/01 10:20:00,4833.5,12.04,TRADE
QLD1,2026/02/01 10:25:00,4863.4,12.04,TRADE
QLD1,2026/02/01 10:30:00,4825.38,0.03,TRADE
QLD1,2026/02/01 10:35:00,4817.35,0.03,TRADE
QLD1,2026/02/01 10:40:00,4834.37,5.25,TRADE
QLD1,2026/02/01 10:45:00,4822.95,0.02,TRADE
QLD1,2026/02/01 10:50:00,4837.38,4.71,TRADE
QLD1,2026/02/01 10:55:00,4889.64,12.03,TRADE
QLD1,2026/02/01 11:00:00,4836.85,12.04,TRADE
QLD1,2026/02/01 11:05:00,4877.6,0.02,TRADE
QLD1,2026/02/01 11:10:00,4982.83,0.02,TRADE
QLD1,2026/02/01 11:15:00,4971.54,0.03,TRADE
QLD1,2026/02/01 11:20:00,4965.42,0.03,TRADE
QLD1,2026/02/01 11:25:00,4974.22,0.03,TRADE
QLD1,2026/02/01 11:30:00,5029.36,0.02,TRADE
QLD1,2026/02/01 11:35:00,5042.49,-0.52,TRADE
QLD1,2026/02/01 11:40:00,5144.4,-5.26,TRADE
QLD1,2026/02/01 11:45:00,5166.22,0.01,TRADE
QLD1,2026/02/01 11:50:00,5160.07,13.99,TRADE
QLD1,2026/02/01 11:55:00,5162.45,5.14,TRADE
QLD1,2026/02/01 12:00:00,5236.17,13.99,TRADE
QLD1,2026/02/01 12:05:00,5198.77,-5.20,TRADE
QLD1,2026/02/01 12:10:00,5354.6,0,TRADE
